ID,主要编码,疾病名称,std-cut
I10C49002,C49.002,颈部结缔组织和软组织恶性肿瘤,"['颈部', '结缔组织', '软组织', '恶性肿瘤']"
I10C49003,C49.003,睑结缔组织恶性肿瘤,"['睑', '结缔组织', '恶性肿瘤']"
I10C49004,C49.004,耳部结缔组织恶性肿瘤,"['耳部', '结缔组织', '恶性肿瘤']"
I10C49005,C49.005,翼腭窝结缔组织恶性肿瘤,"['翼', '腭', '窝', '结缔组织', '恶性肿瘤']"
I10C49100,C49.100,上肢结缔组织和软组织恶性肿瘤,"['上肢', '结缔组织', '软组织', '恶性肿瘤']"
I10C49101,C49.101,肩结缔组织恶和软组织性肿瘤,"['肩', '结缔组织', '恶', '软组织', '肿瘤']"
I10C49102,C49.102,肘结缔组织恶性肿瘤,"['肘', '结缔组织', '恶性肿瘤']"
I10C49103,C49.103,手结缔组织恶性肿瘤,"['手', '结缔组织', '恶性肿瘤']"
I10C49200,C49.200,下肢结缔组织和软组织恶性肿瘤,"['下肢', '结缔组织', '软组织', '恶性肿瘤']"
I10C49201,C49.201,髋结缔组织和软组织恶性肿瘤,"['髋', '结缔组织', '软组织', '恶性肿瘤']"
I10C49202,C49.202,足结缔组织恶性肿瘤,"['足', '结缔组织', '恶性肿瘤']"
I10C49300,C49.300,胸部结缔组织和软组织恶性肿瘤,"['胸部', '结缔组织', '软组织', '恶性肿瘤']"
I10C49301,C49.301,腋下结缔组织恶性肿瘤,"['腋下', '结缔组织', '恶性肿瘤']"
I10C49302,C49.302,膈结缔组织恶性肿瘤,"['膈', '结缔组织', '恶性肿瘤']"
I10C49400,C49.400,腹部结缔组织和软组织恶性肿瘤,"['腹部', '结缔组织', '软组织', '恶性肿瘤']"
I10C49401,C49.401,季肋部结缔组织恶性肿瘤,"['季肋部', '结缔组织', '恶性肿瘤']"
I10C49402,C49.402,下腔静脉恶性肿瘤,"['下腔', '静脉', '恶性肿瘤']"
I10C49500,C49.500,盆腔结缔组织恶性肿瘤,"['盆腔', '结缔组织', '恶性肿瘤']"
I10C49501,C49.501,臀部结缔组织恶性肿瘤,"['臀部', '结缔组织', '恶性肿瘤']"
I10C49502,C49.502,腹股沟结缔组织恶性肿瘤,"['腹股沟', '结缔组织', '恶性肿瘤']"
I10C49503,C49.503,会阴结缔组织恶性肿瘤,"['会阴', '结缔组织', '恶性肿瘤']"
I10C49504,C49.504,骶结缔组织恶性肿瘤,"['骶', '结缔组织', '恶性肿瘤']"
I10C49505,C49.505,直肠阴道隔结缔组织恶性肿瘤,"['直肠', '阴道', '隔', '结缔组织', '恶性肿瘤']"
I10C49600,C49.600,躯干结缔组织和软组织恶性肿瘤,"['躯干', '结缔组织', '软组织', '恶性肿瘤']"
I10C49601,C49.601,背部结缔组织恶性肿瘤,"['背部', '结缔组织', '恶性肿瘤']"
I10C49800,C49.800,结缔组织和软组织交搭跨越恶性肿瘤,"['结缔组织', '软组织', '交搭', '跨越', '恶性肿瘤']"
I10C49900,C49.900,结缔组织和软组织恶性肿瘤,"['结缔组织', '软组织', '恶性肿瘤']"
I10C49901,C49.901,淋巴管恶性肿瘤,"['淋巴管', '恶性肿瘤']"
I10C50000,C50.000,乳头恶性肿瘤,"['乳头', '恶性肿瘤']"
I10C50001,C50.001,乳晕恶性肿瘤,"['乳晕', '恶性肿瘤']"
I10C50100,C50.100,乳房中央部恶性肿瘤,"['乳房', '中央', '部', '恶性肿瘤']"
I10C50200,C50.200,乳房上内象限恶性肿瘤,"['乳房', '上内', '象限', '恶性肿瘤']"
I10C50300,C50.300,乳房下内象限恶性肿瘤,"['乳房', '下内', '象限', '恶性肿瘤']"
I10C50400,C50.400,乳房上外象限恶性肿瘤,"['乳房', '上外', '象限', '恶性肿瘤']"
I10C50500,C50.500,乳房下外象限恶性肿瘤,"['乳房', '下外', '象限', '恶性肿瘤']"
I10C50600,C50.600,乳房腋尾部恶性肿瘤,"['乳房', '腋', '尾部', '恶性肿瘤']"
I10C50800,C50.800,乳房交搭跨越恶性肿瘤,"['乳房', '交搭', '跨越', '恶性肿瘤']"
I10C50801,C50.801,乳腺恶性肿瘤，上部,"['乳腺', '恶性肿瘤', '上部']"
I10C50802,C50.802,乳腺恶性肿瘤，下部,"['乳腺', '恶性肿瘤', '下部']"
I10C50803,C50.803,乳腺恶性肿瘤，内侧,"['乳腺', '恶性肿瘤', '内侧']"
I10C50804,C50.804,乳腺恶性肿瘤，外侧,"['乳腺', '恶性肿瘤', '外侧']"
I10C50900,C50.900,乳腺恶性肿瘤,"['乳腺', '恶性肿瘤']"
I10C50901,C50.901,男性乳腺恶性肿瘤,"['男性', '乳腺', '恶性肿瘤']"
I10C50902,C50.902,副乳腺恶性肿瘤,"['副', '乳腺', '恶性肿瘤']"
I10C51000,C51.000,大阴唇恶性肿瘤,"['大', '阴唇', '恶性肿瘤']"
I10C51001,C51.001,前庭大腺恶性肿瘤,"['前庭', '大腺', '恶性肿瘤']"
I10C51100,C51.100,小阴唇恶性肿瘤,"['小阴唇', '恶性肿瘤']"
I10C51200,C51.200,阴蒂恶性肿瘤,"['阴蒂', '恶性肿瘤']"
I10C51800,C51.800,外阴交搭跨越恶性肿瘤,"['外阴', '交搭', '跨越', '恶性肿瘤']"
I10C51900,C51.900,外阴恶性肿瘤,"['外阴', '恶性肿瘤']"
I10C52X00,C52.X00,阴道恶性肿瘤,"['阴道', '恶性肿瘤']"
I10C53000,C53.000,宫颈内膜恶性肿瘤,"['宫颈', '内膜', '恶性肿瘤']"
I10C53100,C53.100,外宫颈恶性肿瘤,"['外', '宫颈', '恶性肿瘤']"
I10C53800,C53.800,宫颈交搭跨越恶性肿瘤,"['宫颈', '交搭', '跨越', '恶性肿瘤']"
I10C53801,C53.801,宫颈残端恶性肿瘤,"['宫颈', '残端', '恶性肿瘤']"
I10C53900,C53.900,宫颈恶性肿瘤,"['宫颈', '恶性肿瘤']"
I10C54000,C54.000,子宫峡部恶性肿瘤,"['子宫', '峡部', '恶性肿瘤']"
I10C54001,C54.001,子宫下段恶性肿瘤,"['子宫', '下', '段', '恶性肿瘤']"
I10C54100,C54.100,子宫内膜恶性肿瘤,"['子宫', '内膜', '恶性肿瘤']"
I10C54200,C54.200,子宫肌层恶性肿瘤,"['子宫', '肌层', '恶性肿瘤']"
I10C54300,C54.300,子宫底恶性肿瘤,"['子宫', '底', '恶性肿瘤']"
I10C54800,C54.800,子宫体交搭跨越恶性肿瘤,"['子宫', '体交', '搭', '跨越', '恶性肿瘤']"
I10C54900,C54.900,子宫体恶性肿瘤,"['子宫', '体', '恶性肿瘤']"
I10C55X00,C55.X00,子宫恶性肿瘤,"['子宫', '恶性肿瘤']"
I10C56X00,C56.X00,卵巢恶性肿瘤,"['卵巢', '恶性肿瘤']"
I10C57000,C57.000,输卵管恶性肿瘤,"['输卵管', '恶性肿瘤']"
I10C57100,C57.100,阔韧带恶性肿瘤,"['阔', '韧带', '恶性肿瘤']"
I10C57101,C57.101,卵巢冠恶性肿瘤,"['卵巢', '冠', '恶性肿瘤']"
I10C57200,C57.200,圆韧带恶性肿瘤,"['圆', '韧带', '恶性肿瘤']"
I10C57300,C57.300,子宫旁组织恶性肿瘤,"['子宫', '旁', '组织', '恶性肿瘤']"
I10C57301,C57.301,子宫韧带恶性肿瘤,"['子宫', '韧带', '恶性肿瘤']"
I10C57400,C57.400,子宫附件恶性肿瘤,"['子宫', '附件', '恶性肿瘤']"
I10C57700,C57.700,特指女性生殖器官恶性肿瘤,"['特指', '女性', '生殖器官', '恶性肿瘤']"
I10C57701,C57.701,沃尔夫体恶性肿瘤,"['沃尔夫', '体', '恶性肿瘤']"
I10C57702,C57.702,沃尔夫管恶性肿瘤,"['沃尔夫', '管', '恶性肿瘤']"
I10C57800,C57.800,女性生殖器官交搭跨越恶性肿瘤,"['女性', '生殖器官', '交搭', '跨越', '恶性肿瘤']"
I10C57801,C57.801,输卵管卵巢恶性肿瘤,"['输卵管', '卵巢', '恶性肿瘤']"
I10C57802,C57.802,子宫卵巢恶性肿瘤,"['子宫', '卵巢', '恶性肿瘤']"
I10C57803,C57.803,阴道外阴恶性肿瘤,"['阴道', '外阴', '恶性肿瘤']"
I10C57900,C57.900,女性生殖器官恶性肿瘤,"['女性', '生殖器官', '恶性肿瘤']"
I10C58X00,C58.X00,绒毛膜上皮癌,"['绒毛', '膜', '上皮', '癌']"
I10C60000,C60.000,包皮恶性肿瘤,"['包皮', '恶性肿瘤']"
I10C60100,C60.100,阴茎头恶性肿瘤,"['阴茎头', '恶性肿瘤']"
I10C60200,C60.200,阴茎体恶性肿瘤,"['阴茎', '体', '恶性肿瘤']"
I10C60201,C60.201,海绵体恶性肿瘤,"['海绵体', '恶性肿瘤']"
I10C60800,C60.800,阴茎交搭跨越恶性肿瘤,"['阴茎', '交搭', '跨越', '恶性肿瘤']"
I10C60900,C60.900,阴茎恶性肿瘤,"['阴茎', '恶性肿瘤']"
I10C60901,C60.901,阴茎皮肤恶性肿瘤,"['阴茎', '皮肤', '恶性肿瘤']"
I10C61X00,C61.X00,前列腺恶性肿瘤,"['前列腺', '恶性肿瘤']"
I10C62000,C62.000,睾丸未降部恶性肿瘤,"['睾丸', '未降', '部', '恶性肿瘤']"
I10C62001,C62.001,异位睾丸恶性肿瘤,"['异位', '睾丸', '恶性肿瘤']"
I10C62100,C62.100,睾丸下降部恶性肿瘤,"['睾丸', '下降', '部', '恶性肿瘤']"
I10C62900,C62.900,睾丸恶性肿瘤,"['睾丸', '恶性肿瘤']"
I10C62901,C62.901,男性绒毛膜癌,"['男性', '绒毛', '膜', '癌']"
I10C63000,C63.000,附睾恶性肿瘤,"['附睾', '恶性肿瘤']"
I10C63100,C63.100,精索恶性肿瘤,"['精索', '恶性肿瘤']"
I10C63200,C63.200,阴囊恶性肿瘤,"['阴囊', '恶性肿瘤']"
I10C63201,C63.201,阴囊皮肤恶性肿瘤,"['阴囊', '皮肤', '恶性肿瘤']"
I10C63700,C63.700,特指男性生殖器官恶性肿瘤,"['特指', '男性', '生殖器官', '恶性肿瘤']"
I10C63701,C63.701,精囊恶性肿瘤,"['精囊', '恶性肿瘤']"
I10C63702,C63.702,鞘膜恶性肿瘤,"['鞘', '膜', '恶性肿瘤']"
I10C63800,C63.800,男性生殖器官交搭跨越恶性肿瘤,"['男性', '生殖器官', '交搭', '跨越', '恶性肿瘤']"
I10C63801,C63.801,阴茎阴囊恶性肿瘤,"['阴茎', '阴囊', '恶性肿瘤']"
I10C63900,C63.900,男性生殖器官恶性肿瘤,"['男性', '生殖器官', '恶性肿瘤']"
I10C64X00,C64.X00,肾恶性肿瘤,"['肾', '恶性肿瘤']"
I10C65X00,C65.X00,肾盂恶性肿瘤,"['肾盂', '恶性肿瘤']"
I10C65X01,C65.X01,肾盂输尿管连接处恶性肿瘤,"['肾盂', '输尿管', '连接处', '恶性肿瘤']"
I10C65X02,C65.X02,肾盏恶性肿瘤,"['肾盏', '恶性肿瘤']"
I10C66X00,C66.X00,输尿管恶性肿瘤,"['输尿管', '恶性肿瘤']"
I10C67000,C67.000,膀胱三角区恶性肿瘤,"['膀胱', '三角区', '恶性肿瘤']"
I10C67100,C67.100,膀胱顶恶性肿瘤,"['膀胱', '顶', '恶性肿瘤']"
I10C67200,C67.200,膀胱侧壁恶性肿瘤,"['膀胱', '侧壁', '恶性肿瘤']"
I10C67300,C67.300,膀胱前壁恶性肿瘤,"['膀胱', '前壁', '恶性肿瘤']"
I10C67400,C67.400,膀胱后壁恶性肿瘤,"['膀胱', '后', '壁', '恶性肿瘤']"
I10C67500,C67.500,膀胱颈恶性肿瘤,"['膀胱', '颈', '恶性肿瘤']"
I10C67501,C67.501,尿道内口恶性肿瘤,"['尿道', '内口', '恶性肿瘤']"
I10C67600,C67.600,输尿管口恶性肿瘤,"['输尿管', '口', '恶性肿瘤']"
I10C67700,C67.700,脐尿管恶性肿瘤,"['脐尿管', '恶性肿瘤']"
I10C67800,C67.800,膀胱交搭跨越恶性肿瘤,"['膀胱', '交搭', '跨越', '恶性肿瘤']"
I10C67900,C67.900,膀胱恶性肿瘤,"['膀胱', '恶性肿瘤']"
I10C68000,C68.000,尿道恶性肿瘤,"['尿道', '恶性肿瘤']"
I10C68100,C68.100,尿道旁腺恶性肿瘤,"['尿道', '旁腺', '恶性肿瘤']"
I10C68800,C68.800,泌尿器官交搭跨越恶性肿瘤,"['泌尿器官', '交搭', '跨越', '恶性肿瘤']"
I10C68801,C68.801,肾输尿管恶性肿瘤,"['肾', '输尿管', '恶性肿瘤']"
I10C68802,C68.802,肾盂膀胱恶性肿瘤,"['肾盂', '膀胱', '恶性肿瘤']"
I10C68803,C68.803,膀胱尿道恶性肿瘤,"['膀胱', '尿道', '恶性肿瘤']"
I10C68804,C68.804,输尿管膀胱恶性肿瘤,"['输尿管', '膀胱', '恶性肿瘤']"
I10C68805,C68.805,肾盂输尿管恶性肿瘤,"['肾盂', '输尿管', '恶性肿瘤']"
I10C68900,C68.900,泌尿器官恶性肿瘤,"['泌尿器官', '恶性肿瘤']"
I10C69000,C69.000,结膜恶性肿瘤,"['结膜', '恶性肿瘤']"
I10C69100,C69.100,角膜恶性肿瘤,"['角膜', '恶性肿瘤']"
I10C69200,C69.200,视网膜恶性肿瘤,"['视网膜', '恶性肿瘤']"
I10C69300,C69.300,脉络膜恶性肿瘤,"['脉络膜', '恶性肿瘤']"
I10C69400,C69.400,睫状体恶性肿瘤,"['睫状体', '恶性肿瘤']"
I10C69401,C69.401,葡萄膜恶性肿瘤,"['葡萄膜', '恶性肿瘤']"
I10C69402,C69.402,眼球恶性肿瘤,"['眼球', '恶性肿瘤']"
I10C69500,C69.500,泪腺和泪管恶性肿瘤,"['泪腺', '泪管', '恶性肿瘤']"
I10C69501,C69.501,泪腺恶性肿瘤,"['泪腺', '恶性肿瘤']"
I10C69502,C69.502,泪囊恶性肿瘤,"['泪囊', '恶性肿瘤']"
I10C69503,C69.503,鼻泪管恶性肿瘤,"['鼻', '泪管', '恶性肿瘤']"
I10C69600,C69.600,眶内恶性肿瘤,"['眶', '内', '恶性肿瘤']"
I10C69601,C69.601,眶结缔组织恶性肿瘤,"['眶', '结缔组织', '恶性肿瘤']"
I10C69602,C69.602,眶周神经,"['眶', '周', '神经']"
I10C69603,C69.603,眼外肌恶性肿瘤,"['眼外', '肌', '恶性肿瘤']"
I10C69604,C69.604,眼球后组织恶性肿瘤,"['眼球', '后', '组织', '恶性肿瘤']"
I10C69800,C69.800,眼和附器交搭跨越恶性肿瘤,"['眼', '附器', '交', '搭', '跨越', '恶性肿瘤']"
I10C69900,C69.900,眼恶性肿瘤,"['眼', '恶性肿瘤']"
I10C70000,C70.000,脑膜恶性肿瘤,"['脑膜', '恶性肿瘤']"
I10C70100,C70.100,脊膜恶性肿瘤,"['脊膜', '恶性肿瘤']"
I10C70900,C70.900,脑脊膜恶性肿瘤,"['脑脊膜', '恶性肿瘤']"
I10C70901,C70.901,硬膜下恶性肿瘤,"['硬膜', '下', '恶性肿瘤']"
I10C71000,C71.000,大脑恶性肿瘤,"['大脑', '恶性肿瘤']"
I10C71001,C71.001,幕上恶性肿瘤,"['幕上', '恶性肿瘤']"
I10C71002,C71.002,丘脑恶性肿瘤,"['丘脑', '恶性肿瘤']"
I10C71003,C71.003,胼胝体恶性肿瘤,"['胼胝', '体', '恶性肿瘤']"
I10C71100,C71.100,额叶恶性肿瘤,"['额叶', '恶性肿瘤']"
I10C71200,C71.200,颞叶恶性肿瘤,"['颞叶', '恶性肿瘤']"
I10C71300,C71.300,顶叶恶性肿瘤,"['顶叶', '恶性肿瘤']"
I10C71400,C71.400,枕叶恶性肿瘤,"['枕叶', '恶性肿瘤']"
I10C71500,C71.500,脑室恶性肿瘤,"['脑室', '恶性肿瘤']"
I10C71501,C71.501,脉络丛恶性肿瘤,"['脉络丛', '恶性肿瘤']"
I10C71600,C71.600,小脑恶性肿瘤,"['小脑', '恶性肿瘤']"
I10C71601,C71.601,小脑蚓部恶性肿瘤,"['小脑', '蚓', '部', '恶性肿瘤']"
I10C71602,C71.602,小脑扁桃体恶性肿瘤,"['小脑', '扁桃体', '恶性肿瘤']"
I10C71700,C71.700,脑干恶性肿瘤,"['脑干', '恶性肿瘤']"
I10C71701,C71.701,脑桥恶性肿瘤,"['脑桥', '恶性肿瘤']"
I10C71702,C71.702,延髓恶性肿瘤,"['延髓', '恶性肿瘤']"
I10C71703,C71.703,第四脑室恶性肿瘤,"['第四', '脑室', '恶性肿瘤']"
I10C71704,C71.704,幕下恶性肿瘤,"['幕下', '恶性肿瘤']"
I10C71705,C71.705,中脑恶性肿瘤,"['中脑', '恶性肿瘤']"
I10C71800,C71.800,脑交搭跨越恶性肿瘤,"['脑交', '搭', '跨越', '恶性肿瘤']"
I10C71801,C71.801,额顶叶恶性肿瘤,"['额', '顶叶', '恶性肿瘤']"
I10C71802,C71.802,额颞顶叶恶性肿瘤,"['额', '颞', '顶叶', '恶性肿瘤']"
I10C71803,C71.803,顶枕叶恶性肿瘤,"['顶', '枕叶', '恶性肿瘤']"
I10C71804,C71.804,顶颞叶恶性肿瘤,"['顶', '颞叶', '恶性肿瘤']"
I10C71805,C71.805,颞顶枕叶恶性肿瘤,"['颞顶', '枕叶', '恶性肿瘤']"
I10C71806,C71.806,额颞叶恶性肿瘤,"['额', '颞叶', '恶性肿瘤']"
I10C71807,C71.807,颞叶脑岛恶性肿瘤,"['颞叶', '脑岛', '恶性肿瘤']"
I10C71808,C71.808,颞枕叶恶性肿瘤,"['颞', '枕叶', '恶性肿瘤']"
I10C71809,C71.809,桥脑小脑角恶性肿瘤,"['桥脑', '小脑', '角', '恶性肿瘤']"
I10C71900,C71.900,脑恶性肿瘤,"['脑', '恶性肿瘤']"
I10C71901,C71.901,鞍上区恶性肿瘤,"['鞍上区', '恶性肿瘤']"
I10C71902,C71.902,蝶鞍区恶性肿瘤,"['蝶鞍', '区', '恶性肿瘤']"
I10C72000,C72.000,脊髓恶性肿瘤,"['脊髓', '恶性肿瘤']"
I10C72001,C72.001,脊髓颈段恶性肿瘤,"['脊髓', '颈段', '恶性肿瘤']"
I10C72002,C72.002,脊髓圆锥恶性肿瘤,"['脊髓', '圆锥', '恶性肿瘤']"
I10C72003,C72.003,脊髓胸段恶性肿瘤,"['脊髓', '胸段', '恶性肿瘤']"
I10C72004,C72.004,脊髓腰段恶性肿瘤,"['脊髓', '腰段', '恶性肿瘤']"
I10C72100,C72.100,马尾恶性肿瘤,"['马尾', '恶性肿瘤']"
I10C72200,C72.200,嗅神经恶性肿瘤,"['嗅神经', '恶性肿瘤']"
I10C72201,C72.201,嗅球恶性肿瘤,"['嗅球', '恶性肿瘤']"
I10C72300,C72.300,视神经恶性肿瘤,"['视神经', '恶性肿瘤']"
I10C72400,C72.400,听神经恶性肿瘤,"['听神经', '恶性肿瘤']"
I10C72500,C72.500,特指颅神经恶性肿瘤,"['特指', '颅', '神经', '恶性肿瘤']"
I10C72501,C72.501,动眼神经恶性肿瘤,"['动眼神经', '恶性肿瘤']"
I10C72502,C72.502,滑车神经恶性肿瘤,"['滑车神经', '恶性肿瘤']"
I10C72503,C72.503,三叉神经恶性肿瘤,"['三叉神经', '恶性肿瘤']"
I10C72504,C72.504,外展神经恶性肿瘤,"['外展神经', '恶性肿瘤']"
I10C72505,C72.505,面神经恶性肿瘤,"['面神经', '恶性肿瘤']"
I10C72506,C72.506,前庭蜗神经恶性肿瘤,"['前庭', '蜗', '神经', '恶性肿瘤']"
I10C72507,C72.507,舌咽神经恶性肿瘤,"['舌咽神经', '恶性肿瘤']"
I10C72508,C72.508,迷走神经恶性肿瘤,"['迷走神经', '恶性肿瘤']"
I10C72509,C72.509,副神经恶性肿瘤,"['副神经', '恶性肿瘤']"
I10C72510,C72.510,舌下神经恶性肿瘤,"['舌下神经', '恶性肿瘤']"
I10C72800,C72.800,脑和中枢神经系统特指部位交搭跨越恶性肿瘤,"['脑', '中枢神经', '系统', '特指', '部位', '交搭', '跨越', '恶性肿瘤']"
I10C72900,C72.900,中枢神经系统恶性肿瘤,"['中枢神经', '系统', '恶性肿瘤']"
I10C72901,C72.901,硬膜外恶性肿瘤,"['硬膜外', '恶性肿瘤']"
I10C73X00,C73.X00,甲状腺恶性肿瘤,"['甲状腺', '恶性肿瘤']"
I10C74000,C74.000,肾上腺皮质恶性肿瘤,"['肾上腺', '皮质', '恶性肿瘤']"
I10C74100,C74.100,肾上腺髓质恶性肿瘤,"['肾上腺', '髓质', '恶性肿瘤']"
I10C74900,C74.900,肾上腺恶性肿瘤,"['肾上腺', '恶性肿瘤']"
I10C75000,C75.000,甲状旁腺恶性肿瘤,"['甲状旁腺', '恶性肿瘤']"
I10C75100,C75.100,垂体恶性肿瘤,"['垂体', '恶性肿瘤']"
I10C75200,C75.200,颅咽管恶性肿瘤,"['颅咽管', '恶性肿瘤']"
I10C75300,C75.300,松果体恶性肿瘤,"['松果体', '恶性肿瘤']"
I10C75400,C75.400,颈动脉体恶性肿瘤,"['颈动脉', '体', '恶性肿瘤']"
I10C75500,C75.500,主动脉体恶性肿瘤,"['主动脉', '体', '恶性肿瘤']"
I10C75501,C75.501,节旁体恶性肿瘤,"['节旁体', '恶性肿瘤']"
I10C75800,C75.800,特指累及多个腺体恶性肿瘤,"['特指', '累及', '多个', '腺体', '恶性肿瘤']"
I10C75900,C75.900,内分泌腺恶性肿瘤,"['内分泌腺', '恶性肿瘤']"
I10C76000,C76.000,头部恶性肿瘤,"['头部', '恶性肿瘤']"
I10C76001,C76.001,面部恶性肿瘤,"['面部', '恶性肿瘤']"
I10C76002,C76.002,颈部恶性肿瘤,"['颈部', '恶性肿瘤']"
I10C76003,C76.003,颊恶性肿瘤,"['颊', '恶性肿瘤']"
I10C76004,C76.004,鼻恶性肿瘤,"['鼻', '恶性肿瘤']"
I10C76005,C76.005,颔下恶性肿瘤,"['颔下', '恶性肿瘤']"
I10C76006,C76.006,颏下恶性肿瘤,"['颏', '下', '恶性肿瘤']"
I10C76100,C76.100,胸部恶性肿瘤,"['胸部', '恶性肿瘤']"
I10C76101,C76.101,腋恶性肿瘤,"['腋', '恶性肿瘤']"
I10C76200,C76.200,腹部恶性肿瘤,"['腹部', '恶性肿瘤']"
I10C76300,C76.300,盆腔恶性肿瘤,"['盆腔', '恶性肿瘤']"
I10C76301,C76.301,膀胱直肠隔恶性肿瘤,"['膀胱', '直肠', '隔', '恶性肿瘤']"
I10C76302,C76.302,骶恶性肿瘤,"['骶', '恶性肿瘤']"
I10C76303,C76.303,会阴部恶性肿瘤,"['会阴部', '恶性肿瘤']"
I10C76304,C76.304,腹股沟恶性肿瘤,"['腹股沟', '恶性肿瘤']"
I10C76305,C76.305,骶尾部恶性肿瘤,"['骶', '尾部', '恶性肿瘤']"
I10C76306,C76.306,臀部恶性肿瘤,"['臀部', '恶性肿瘤']"
I10C76307,C76.307,直肠阴道隔恶性肿瘤,"['直肠', '阴道', '隔', '恶性肿瘤']"
I10C76400,C76.400,上肢恶性肿瘤,"['上肢', '恶性肿瘤']"
I10C76401,C76.401,肩恶性肿瘤,"['肩', '恶性肿瘤']"
I10C76402,C76.402,手部恶性肿瘤,"['手部', '恶性肿瘤']"
I10C76500,C76.500,下肢恶性肿瘤,"['下肢', '恶性肿瘤']"
I10C76501,C76.501,髋恶性肿瘤,"['髋', '恶性肿瘤']"
I10C76502,C76.502,腘窝恶性肿瘤,"['腘', '窝', '恶性肿瘤']"
I10C76503,C76.503,足恶性肿瘤,"['足', '恶性肿瘤']"
I10C76700,C76.700,特指不明确部位的恶性肿瘤,"['特指', '不', '明确', '部位', '恶性肿瘤']"
I10C76701,C76.701,躯干部恶性肿瘤,"['躯干部', '恶性肿瘤']"
I10C76702,C76.702,背部恶性肿瘤,"['背部', '恶性肿瘤']"
I10C76800,C76.800,特指部位交搭跨越恶性肿瘤,"['特指', '部位', '交搭', '跨越', '恶性肿瘤']"
I10C76801,C76.801,不明确部位交搭跨越恶性肿瘤,"['不', '明确', '部位', '交搭', '跨越', '恶性肿瘤']"
I10C77000,C77.000,头部淋巴结继发恶性肿瘤,"['头部', '淋巴结', '继发', '恶性肿瘤']"
I10C77001,C77.001,面部淋巴结继发恶性肿瘤,"['面部', '淋巴结', '继发', '恶性肿瘤']"
I10C77002,C77.002,颈部淋巴结继发恶性肿瘤,"['颈部', '淋巴结', '继发', '恶性肿瘤']"
I10C77003,C77.003,颏下淋巴结继发恶性肿瘤,"['颏', '下', '淋巴结', '继发', '恶性肿瘤']"
I10C77004,C77.004,颌下淋巴结继发恶性肿瘤,"['颌下', '淋巴结', '继发', '恶性肿瘤']"
I10C77005,C77.005,腮腺淋巴结继发恶性肿瘤,"['腮腺', '淋巴结', '继发', '恶性肿瘤']"
I10C77006,C77.006,耳淋巴结继发恶性肿瘤,"['耳', '淋巴结', '继发', '恶性肿瘤']"
I10C77007,C77.007,锁骨上淋巴结继发恶性肿瘤,"['锁骨', '上', '淋巴结', '继发', '恶性肿瘤']"
I10C77008,C77.008,气管食管沟淋巴结继发恶性肿瘤,"['气管', '食管', '沟', '淋巴结', '继发', '恶性肿瘤']"
I10C77100,C77.100,胸内淋巴结继发恶性肿瘤,"['胸内', '淋巴结', '继发', '恶性肿瘤']"
I10C77101,C77.101,胸骨旁淋巴结继发恶性肿瘤,"['胸骨', '旁', '淋巴结', '继发', '恶性肿瘤']"
I10C77102,C77.102,肺门淋巴结继发恶性肿瘤,"['肺门', '淋巴结', '继发', '恶性肿瘤']"
I10C77103,C77.103,纵隔淋巴结继发恶性肿瘤,"['纵隔', '淋巴结', '继发', '恶性肿瘤']"
I10C77104,C77.104,气管淋巴结继发恶性肿瘤,"['气管', '淋巴结', '继发', '恶性肿瘤']"
I10C77105,C77.105,气管支气管淋巴结继发恶性肿瘤,"['气管', '支气管', '淋巴结', '继发', '恶性肿瘤']"
I10C77106,C77.106,食管淋巴结继发恶性肿瘤,"['食管', '淋巴结', '继发', '恶性肿瘤']"
I10C77107,C77.107,膈淋巴结继发恶性肿瘤,"['膈', '淋巴结', '继发', '恶性肿瘤']"
I10C77200,C77.200,腹腔淋巴结继发恶性肿瘤,"['腹腔', '淋巴结', '继发', '恶性肿瘤']"
I10C77201,C77.201,胃淋巴结继发恶性肿瘤,"['胃', '淋巴结', '继发', '恶性肿瘤']"
I10C77202,C77.202,脾淋巴结继发恶性肿瘤,"['脾', '淋巴结', '继发', '恶性肿瘤']"
I10C77203,C77.203,肝淋巴结继发恶性肿瘤,"['肝', '淋巴结', '继发', '恶性肿瘤']"
I10C77204,C77.204,胰淋巴结继发恶性肿瘤,"['胰', '淋巴结', '继发', '恶性肿瘤']"
I10C77205,C77.205,腹膜后淋巴结继发恶性肿瘤,"['腹膜', '后', '淋巴结', '继发', '恶性肿瘤']"
I10C77206,C77.206,主动脉旁淋巴结继发恶性肿瘤,"['主动脉', '旁', '淋巴结', '继发', '恶性肿瘤']"
I10C77207,C77.207,肠系膜淋巴结继发恶性肿瘤,"['肠系膜', '淋巴结', '继发', '恶性肿瘤']"
I10C77208,C77.208,肠周淋巴结继发恶性肿瘤,"['肠周', '淋巴结', '继发', '恶性肿瘤']"
I10C77300,C77.300,上肢淋巴结继发恶性肿瘤,"['上肢', '淋巴结', '继发', '恶性肿瘤']"
I10C77301,C77.301,腋下淋巴结继发恶性肿瘤,"['腋下', '淋巴结', '继发', '恶性肿瘤']"
I10C77302,C77.302,锁骨下淋巴结继发恶性肿瘤,"['锁骨', '下', '淋巴结', '继发', '恶性肿瘤']"
I10C77303,C77.303,胸壁淋巴结继发恶性肿瘤,"['胸壁', '淋巴结', '继发', '恶性肿瘤']"
